ID_Alumno,Nombre_Apellido,Edad,Genero,Email,Comision,Turno,Fecha_Inscripcion,Actividad,Tipo_Actividad,Fecha_Limite,Fecha_Entrega,Nota,Estado_Entrega
A00061,Mateo Nuñez,24,M,mateo.nuñez61@alumnos.tup.edu.ar,A2,Mañana,2026-02-19,TP_01,TP,2026-03-16,2026-03-13,7.6,A TIEMPO
A00533,Santino Cabrera,19,Masculino,santino.cabrera533@alumnos.tup.edu.ar,C1,Noche,17/02/2026,Quiz_02,Quiz,2026-04-27,05/05/2026,5.5,Tarde
A00088,Gabriel Molina,20,Femenino,gabriel.molina88@alumnos.tup.edu.ar,C4,Noche,07-03-2026,Quiz_03,Quiz,25/05/2026,,,no entregó
A00124,Felipe Rojas,24,M,felipe.rojas124@alumnos.tup.edu.ar,B2,Tarde,21-02-2026,TP_02,TP,2026-04-13,2026-04-10,"5,1",A TIEMPO
A00204,Maximo Vega,17,femenino,maximo.vega204@alumnos.tup.edu.ar,A1,Mañana,22/02/2026,TP_04,TP,2026-06-08,2026-06-06,6.4,a tiempo
A00644,DELFINA VEGA,23,M,delfina.vega644@alumnos.tup.edu.ar,C1,Noche,2026-03-02,Quiz_01,Quiz,2026-03-30,2026-03-26,8.0,A tiempo
A00497,Martina Ramirez,17,F,martina.ramirez497@alumnos.tup.edu.ar,A2,Mañana,20/02/2026,TP_01,TP,2026-03-16,,,no entregó
A00005,Thiago Luna,31,M,thiago.luna5@alumnos.tup.edu.ar,B2,Tarde,2026-02-28,TP_02,TP,13-04-2026,2026-04-09,7.8,A TIEMPO
A00279,Ignacio Romero,17,F,ignacio.romero279@alumnos.tup.edu.ar,B2,Tarde,2026-02-21,Quiz_03,Quiz,2026-05-25,,,no entregó
A00691,Victoria Rojas,22,Masculino,victoria.rojas691@alumnos.tup.edu.ar,A2,Mañana,26/02/2026,Quiz_01,Quiz,30/03/2026,2026-03-29,6.0,A TIEMPO
A00289,Lucas Alvarez,23,M,lucas.alvarez289@alumnos.tup.edu.ar,A1,Mañana,2026-03-05,Parcial_01,Parcial,2026-06-22,,,NO ENTREGO
A00053,Renata Medina,17,F,renata.medina53@alumnos.tup.edu.ar,C4,Noche,2026-02-21,TP_03,TP,2026-05-11,,,NO ENTREGO
A00432,Florencia Lopez,17,F,florencia.lopez432@alumnos.tup.edu.ar,B1,Tarde,18/02/2026,Quiz_02,Quiz,2026-04-27,2026-04-25,6.6,a tiempo
A00080,Lautaro Herrera,26,M,lautaro.herrera80@alumnos.tup.edu.ar,C2,Noche,19/02/2026,TP_04,TP,08/06/2026,,,No entrego
A00388,  Delfina Lopez ,26,Masculino,delfina.lopez388@alumnos.tup.edu.ar,C3,Noche,2026-03-07,Parcial_01,Parcial,2026-06-22,2026-06-22,"8,5",A tiempo
A00517,Agustin Acosta,22,M,agustin.acosta517@alumnos.tup.edu.ar,A1,Mañana,2026-03-09,Quiz_01,Quiz,30/03/2026,2026-03-28,8.3,a tiempo
A00314,Bautista Sosa,20,F,bautista.sosa314@alumnos.tup.edu.ar,B1,Tarde,03/03/2026,Quiz_02,Quiz,2026-04-27,,,No entrego
A00448,VICTORIA CASTRO,17,Masculino,victoria.castro448@alumnos.tup.edu.ar,C3,Noche,2026-03-06,TP_02,TP,2026-04-13,2026-04-10,"5,7",A tiempo
A00067,Olivia Luna,18,femenino,olivia.luna67@alumnos.tup.edu.ar,A2,Mañana,2026-02-17,TP_03,TP,11/05/2026,16/05/2026,6.4,tarde
A00082,Delfina Rodriguez,23,Masculino,delfina.rodriguez82@alumnos.tup.edu.ar,A3,Mañana,11-03-2026,TP_02,TP,13-04-2026,2026-04-08,"5,1",A tiempo
A00629,Mia Fernandez,21,Masculino,mia.fernandez629@alumnos.tup.edu.ar,B1,Tarde,2026-02-17,Quiz_03,Quiz,2026-05-25,2026-06-04,4.9,TARDE
A00650,Pilar Garcia,17,M,pilar.garcia650@alumnos.tup.edu.ar, c3 ,Noche,18/02/2026,Quiz_03,Quiz,25/05/2026,,,no entregó
A00335,Martina Medina,36,Masculino,martina.medina335@alumnos.tup.edu.ar,B1,Tarde,2026-03-05,TP_04,TP,2026-06-08,04/06/2026,6.9,A TIEMPO
A00296,Bautista Flores,17,Femenino,bautista.flores296@alumnos.tup.edu.ar,B2,TARDE,08/03/2026,Quiz_03,Quiz,25-05-2026,,,
A00020,Ignacio Ortiz,21,F,ignacio.ortiz20@alumnos.tup.edu.ar,A1,Mañana,27/02/2026,Quiz_01,Quiz,30/03/2026,2026-03-29,7.9,A tiempo
A00095,Bruno Diaz,29,F,bruno.diaz95@alumnos.tup.edu.ar,B2,Tarde,2026-02-15,TP_03,TP,11-05-2026,2026-05-09,5.0,a tiempo
A00369,Florencia Fernandez,24,M,florencia.fernandez369@alumnos.tup.edu.ar,A1,Mañana,04/03/2026,TP_04,TP,2026-06-08,03-06-2026,7.4,A TIEMPO
A00061,Mateo Nuñez,24,M,mateo.nuñez61@alumnos.tup.edu.ar,A2,Mañana,2026-02-19,Parcial_01,Parcial,22/06/2026,2026-06-21,7.1,A tiempo
A00635,Mora Flores,22,Femenino,mora.flores635@alumnos.tup.edu.ar,A3,Mañana,2026-02-24,TP_02,TP,2026-04-13,08/04/2026,6.8,a tiempo
A00226,Delfina Romero,19,F,delfina.romero226@alumnos.tup.edu.ar,A2,Mañana,2026-02-14,TP_02,TP,2026-04-13,,,no entregó
A00322,Federico Suarez,25,M,federico.suarez322@alumnos.tup.edu.ar,B2,Tarde,2026-03-03,TP_03,TP,2026-05-11,2026-05-11,7.0,A TIEMPO
A00249,Agustin Torres,21,F,agustin.torres249@alumnos.tup.edu.ar,C1,Noche,16-02-2026,Quiz_02,Quiz,27/04/2026,2026-04-25,"7,1",a tiempo
A00206,Bautista Medina,17,M,bautista.medina206@alumnos.tup.edu.ar,B2,Tarde,2026-03-05,TP_04,TP,2026-06-08,,,
A00419,JULIETA MARTINEZ,25,F,julieta.martinez419@alumnos.tup.edu.ar,C4,Noche,2026-03-07,TP_03,TP,2026-05-11,,,
A00548,Mateo Herrera,21,M,mateo.herrera548@alumnos.tup.edu.ar,C4,Noche,2026-02-17,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00487,Renata Herrera,17,F,renata.herrera487@alumnos.tup.edu.ar,C3,Noche,15/02/2026,Quiz_01,Quiz,2026-03-30,2026-03-28,6.0,a tiempo
A00640,Felipe Nuñez,20,M,,C1,Noche,2026-02-22,TP_01,TP,2026-03-16,16/03/2026,8.7,a tiempo
A00031,Federico Ruiz,21,Femenino,federico.ruiz31@alumnos.tup.edu.ar,C1,Noche,27/02/2026,Parcial_01,Parcial,2026-06-22,,,
A00386,Felipe Vega,19,M,felipe.vega386@alumnos.tup.edu.ar,B1,Tarde,2026-02-15,TP_02,TP,2026-04-13,,,No entrego
A00611,Pilar Fernandez,21,F,pilar.fernandez611@alumnos.tup.edu.ar,C4,Noche,2026-03-06,Quiz_03,Quiz,25/05/2026,23/05/2026,"3,7",A TIEMPO
A00435,Bruno Flores,19,Masculino,bruno.flores435@alumnos.tup.edu.ar,A1,Mañana,20/02/2026,Parcial_01,Parcial,2026-06-22,17-06-2026,4.3,A tiempo
A00581,Catalina Martinez,17,F,catalina.martinez581@alumnos.tup.edu.ar,B2,Tarde,2026-02-24,TP_04,TP,2026-06-08,2026-06-03,5.3,A TIEMPO
A00471,Catalina Perez,19,F,catalina.perez471@alumnos.tup.edu.ar,C4,Noche,2026-02-14,Quiz_01,Quiz,30/03/2026,2026-03-26,4.6,A tiempo
A00167,Olivia Romero,28,M,olivia.romero167@@alumnos.tup.edu.ar,A3,Mañana,19/02/2026,Parcial_01,Parcial,2026-06-22,2026-06-20,6.8,A tiempo
A00671,Agustin Cabrera,23,Masculino,agustin.cabrera671@alumnos.tup.edu.ar,B1,Tarde,24/02/2026,Quiz_02,Quiz,27/04/2026,,,No entrego
A00521,Renata Benitez,20,M,renata.benitez521@alumnos.tup.edu.ar,B2,Tarde,2026-02-14,Quiz_02,Quiz,2026-04-27,,,No entrego
A00488,Santino Suarez,21,F,santino.suarez488@alumnos.tup.edu.ar,C4,Noche,05-03-2026,TP_01,TP,16/03/2026,2026-03-12,8.9,a tiempo
A00088,Gabriel Molina,20,Femenino,gabriel.molina88@alumnos.tup.edu.ar,C4,Noche,2026-03-07,TP_04,TP,08/06/2026,,,
A00101,Ignacio Perez,17,F,ignacio.perez101@alumnos.tup.edu.ar,B1,Tarde,2026-02-24,Quiz_01,Quiz,2026-03-30,2026-03-29,5.1,A TIEMPO
A00218,Manuel Lopez,27,F,manuel.lopez218@alumnos.tup.edu.ar,B2,Tarde,2026-02-19,Quiz_03,Quiz,2026-05-25,2026-05-25,7.1,A TIEMPO
A00443,Florencia Gonzalez,23,Femenino,florencia.gonzalez443@alumnos.tup.edu.ar,C4,Noche,2026-03-05,TP_03,TP,11/05/2026,07/05/2026,"6,8",A tiempo
A00502,Manuel Torres,17,Masculino,manuel.torres502@alumnos.tup.edu.ar,A2,Mañana,2026-03-03,Quiz_01,Quiz,30/03/2026,28/03/2026,5.9,a tiempo
A00685,Joaquin Vega,17,M,joaquin.vega685@alumnos.tup.edu.ar,A3,Mañana,2026-03-03,Parcial_01,Parcial,22/06/2026,29-06-2026,4.8,TARDE
A00057,Martina Diaz,22,Masculino,martina.diaz57@alumnos.tup.edu.ar,A1,Mañana,04/03/2026,TP_01,TP,2026-03-16,13/03/2026,8.5,A tiempo
A00638,Julieta Herrera,17,M,julieta.herrera638@alumnos.tup.edu.ar,A2,Mañana,20-02-2026,TP_01,TP,2026-03-16,2026-03-15,7.7,A tiempo
A00540,Renata Garcia,17,M,renata.garcia540@alumnos.tup.edu.ar,B2,Tarde,2026-02-26,Quiz_02,Quiz,27/04/2026,2026-04-23,9.9,A tiempo
A00532,Maximo Rojas,22,M,maximo.rojas532@alumnos.tup.edu.ar,B2,Tarde,2026-02-26,TP_01,TP,2026-03-16,,,no entregó
A00188,  Pilar Flores ,29,F,pilar.flores188@alumnos.tup.edu.ar,C4,Noche,2026-03-05,TP_04,TP,2026-06-08,,,No entrego
A00251,Camila Benitez,19,F,camila.benitez251@alumnos.tup.edu.ar,C4,Noche,02-03-2026,Parcial_01,Parcial,2026-06-22,2026-06-20,"8,2",A TIEMPO
A00332,Lucas Garcia,22,M,lucas.garcia332@@alumnos.tup.edu.ar,A3,Mañana,2026-02-20,TP_03,TP,2026-05-11,2026-05-10,7.2,a tiempo
A00538,Felipe Flores,20,F,felipe.flores538@alumnos.tup.edu.ar,C1,Noche,2026-03-01,Quiz_01,Quiz,2026-03-30,,,no entregó
A00608,Delfina Torres,20,Femenino,,B2,Tarde,2026-02-25,Quiz_02,Quiz,2026-04-27,2026-04-28,5.3,tarde
A00022,Emma Garcia,27,Masculino,emma.garcia22@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,TP_01,TP,16/03/2026,,,No entrego
A00611,Pilar Fernandez,21,F,pilar.fernandez611@alumnos.tup.edu.ar,C4,Noche,06-03-2026,Quiz_01,Quiz,2026-03-30,2026-04-08,"4,1",Tarde
A00633,Olivia Nuñez,20,Masculino,olivia.nuñez633@alumnos.tup.edu.ar,B1,Tarde,16/02/2026,TP_02,TP,13/04/2026,2026-04-12,5.9,A tiempo
A00201,Olivia Suarez,21,M,olivia.suarez201@alumnos.tup.edu.ar,B2,Tarde,2026-02-15,Quiz_01,Quiz,30/03/2026,2026-03-27,5.5,A tiempo
A00285,Olivia Torres,22,F,olivia.torres285@alumnos.tup.edu.ar, c1 ,Noche,2026-02-23,Quiz_02,Quiz,2026-04-27,2026-04-26,6.9,a tiempo
A00257,LAUTARO TORRES,23,M,lautaro.torres257@alumnos.tup.edu.ar,A3,Mañana,09/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-22,9.0,A TIEMPO
A00241,Nicolas Ruiz,17,Masculino,nicolas.ruiz241@alumnos.tup.edu.ar, c1 ,Noche,2026-03-06,Parcial_01,Parcial,22/06/2026,2026-06-17,6.0,a tiempo
A00597,Manuel Rodriguez,18,M,manuel.rodriguez597@alumnos.tup.edu.ar,C2,Noche,2026-03-07,TP_02,TP,13/04/2026,2026-04-09,8.6,A tiempo
A00436,Lucas Silva,31,M,lucas.silva436@alumnos.tup.edu.ar,B1,TARDE,2026-02-17,TP_04,TP,08/06/2026,,,NO ENTREGO
A00252,Emma Rojas,29,M,emma.rojas252@alumnos.tup.edu.ar,C1,Noche,2026-02-16,TP_02,TP,2026-04-13,2026-04-08,"7,0",a tiempo
A00563,Victoria Flores,22,F,victoria.flores563@alumnos.tup.edu.ar,B2,Tarde,2026-02-24,TP_02,TP,2026-04-13,2026-04-11,5.6,A tiempo
A00307,Renata Ortiz,24,Femenino,renata.ortiz307@alumnos.tup.edu.ar,B2,Tarde,2026-03-06,Quiz_01,Quiz,2026-03-30,2026-03-25,5.7,A TIEMPO
A00207,Florencia Torres,31,F,florencia.torres207@alumnos.tup.edu.ar,C4,Noche,2026-02-17,Quiz_02,Quiz,27/04/2026,,,no entregó
A00326,Sofia Sosa,17,M,sofia.sosa326@alumnos.tup.edu.ar,C2,Noche,01/03/2026,Quiz_03,Quiz,2026-05-25,2026-05-20,8.0,a tiempo
A00077,Diego Garcia,21,X,diego.garcia77@alumnos.tup.edu.ar,B2,TARDE,2026-03-11,Quiz_03,Quiz,2026-05-25,2026-05-24,4.7,A tiempo
A00349,Pilar Perez,29,F,,B2,Tarde,2026-03-09,Quiz_03,Quiz,2026-05-25,,,No entrego
A00546,Antonella Gonzalez,17,F,antonella.gonzalez546@alumnos.tup.edu.ar,C1,Noche,2026-02-14,Quiz_03,Quiz,2026-05-25,,,No entrego
A00176,Benjamin Castro,17,F,benjamin.castro176@alumnos.tup.edu.ar,A1,Mañana,19/02/2026,Quiz_02,Quiz,27-04-2026,26/04/2026,9.2,A tiempo
A00276,Santino Ortiz,25,F,santino.ortiz276@alumnos.tup.edu.ar,A3,Mañana,2026-02-14,Quiz_03,Quiz,25-05-2026,,,
A00400,martina silva,24,F,,C1,Noche,2026-02-17,Quiz_01,Quiz,30-03-2026,05/04/2026,10.0,tarde
A00102,Benjamin Benitez,25,F,benjamin.benitez102@alumnos.tup.edu.ar,C2,Noche,2026-02-14,Parcial_01,Parcial,22/06/2026,,,No entrego
A00147,Valentina Benitez,31,femenino,valentina.benitez147@alumnos.tup.edu.ar,B1,Tarde,2026-02-26,TP_04,TP,2026-06-08,2026-06-05,7.9,A TIEMPO
A00652,Tomas Nuñez,23,M,tomas.nuñez652@alumnos.tup.edu.ar,C4,Noche,2026-03-02,TP_02,TP,2026-04-13,09-04-2026,8.1,A TIEMPO
A00672,Maximo Romero,19,F,maximo.romero672@alumnos.tup.edu.ar,A1,Mañana,2026-03-07,Parcial_01,Parcial,2026-06-22,2026-06-18,8.5,A tiempo
A00176,Benjamin Castro,17,F,benjamin.castro176@alumnos.tup.edu.ar,A1,Mañana,19/02/2026,TP_01,TP,2026-03-16,2026-03-14,"7,2",a tiempo
A00149,Tomas Garcia,30,F,tomas.garcia149@alumnos.tup.edu.ar,B2,Tarde,24-02-2026,Quiz_03,Quiz,25-05-2026,2026-05-25,"6,3",A tiempo
A00600,Valentino Suarez,37,M,valentino.suarez600@alumnos.tup.edu.ar,B1,Tarde,2026-03-10,TP_04,TP,08/06/2026,,,
A00452,Guadalupe Flores,29,M,guadalupe.flores452@alumnos.tup.edu.ar,A3,Mañana,28-02-2026,TP_03,TP,11-05-2026,,,No entrego
A00186,Florencia Benitez,28,F,florencia.benitez186@alumnos.tup.edu.ar, a1 ,Mañana,2026-03-06,TP_04,TP,2026-06-08,,,
A00403,Bautista Luna,23,Femenino,bautista.luna403@alumnos.tup.edu.ar,A2,Mañana,2026-02-15,Quiz_03,Quiz,2026-05-25,04/06/2026,8.1,tarde
A00354,Felipe Garcia,19,F,felipe.garcia354@alumnos.tup.edu.ar,B2,Tarde,2026-03-04,TP_02,TP,13/04/2026,2026-04-12,3.6,a tiempo
A00598,SOFIA CASTRO,18,F,sofia.castro598@alumnos.tup.edu.ar,A2,Mañana,25-02-2026,Quiz_03,Quiz,2026-05-25,2026-05-24,7.6,a tiempo
A00520,Camila Torres,26,F,camila.torres520@alumnos.tup.edu.ar,C4,Noche,2026-03-10,TP_03,TP,11-05-2026,,,no entregó
A00125,Diego Acosta,17,F,diego.acosta125@alumnos.tup.edu.ar,C1,Noche,2026-02-20,TP_01,TP,16/03/2026,2026-03-15,4.4,a tiempo
A00433,Agustin Lopez,17,F,agustin.lopez433@alumnos.tup.edu.ar,B2,Tarde,01-03-2026,Quiz_01,Quiz,30-03-2026,,,no entregó
A00130,  Benjamin Rojas ,31,M,benjamin.rojas130@alumnos.tup.edu.ar,C1,Noche,2026-02-18,TP_01,TP,2026-03-16,19/03/2026,5.4,TARDE
A00473,federico vega,32,F,federico.vega473@alumnos.tup.edu.ar,B2,Tarde,2026-03-06,Quiz_03,Quiz,2026-05-25,25/05/2026,8.8,A tiempo
A00344,Renata Ramirez,27,Femenino,renata.ramirez344@alumnos.tup.edu.ar,C2,Noche,27/02/2026,Quiz_01,Quiz,2026-03-30,,,no entregó
A00486,Santino Lopez,22,F,santino.lopez486@alumnos.tup.edu.ar,C4,Noche,2026-03-06,TP_03,TP,11-05-2026,11/05/2026,8.3,A TIEMPO
A00022,Emma Garcia,27,Masculino,emma.garcia22@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,Parcial_01,Parcial,22/06/2026,20-06-2026,6.9,A tiempo
A00139,Thiago Castro,28,M,thiago.castro139@@alumnos.tup.edu.ar,A3,Mañana,09/03/2026,Quiz_01,Quiz,2026-03-30,2026-03-27,6.7,A tiempo
A00634,Lucia Lopez,17,Femenino,,A1,Mañana,2026-02-25,TP_01,TP,16-03-2026,18-03-2026,5.6,Tarde
A00048,  Martina Medina ,17,femenino,martina.medina48@alumnos.tup.edu.ar,A2,Mañana,2026-02-16,TP_04,TP,08-06-2026,2026-06-07,8.5,A TIEMPO
A00367,Antonella Vega,26,Masculino,antonella.vega367@alumnos.tup.edu.ar,C2,NOCHE,2026-02-18,Parcial_01,Parcial,2026-06-22,2026-06-22,7.5,A tiempo
A00218,Manuel Lopez,27,F,manuel.lopez218@alumnos.tup.edu.ar,B2,Tarde,2026-02-19,TP_01,TP,2026-03-16,2026-03-11,5.3,A TIEMPO
A00060,Diego Luna,35,Femenino,diego.luna60@alumnos.tup.edu.ar,C3,Noche,18-02-2026,Quiz_03,Quiz,2026-05-25,,,no entregó
A00054,Gabriel Diaz,20,M,gabriel.diaz54@alumnos.tup.edu.ar,B1,TARDE,28/02/2026,Quiz_01,Quiz,2026-03-30,2026-03-29,"9,7",a tiempo
A00309,Felipe Lopez,17,F,felipe.lopez309@alumnos.tup.edu.ar,A3,Mañana,2026-03-06,Parcial_01,Parcial,22-06-2026,,,NO ENTREGO
A00007,Pilar Gonzalez,28,F,pilar.gonzalez7@alumnos.tup.edu.ar,B1,Tarde,2026-02-14,Parcial_01,Parcial,2026-06-22,,,
A00229,Tomas Aguirre,26,Femenino,tomas.aguirre229@alumnos.tup.edu.ar,A2,MAÑANA,2026-02-24,TP_01,TP,2026-03-16,,,No entrego
A00429,Thiago Perez,22,Femenino,thiago.perez429@alumnos.tup.edu.ar,C4,Noche,11/03/2026,Quiz_01,Quiz,2026-03-30,2026-03-28,10.0,A tiempo
A00316,Martina Vega,25,M,martina.vega316@alumnos.tup.edu.ar,C2,Noche,2026-02-21,Quiz_02,Quiz,2026-04-27,,,no entregó
A00628,Benjamin Rodriguez,23,Femenino,benjamin.rodriguez628@alumnos.tup.edu.ar,B1,Tarde,2026-02-23,Quiz_03,Quiz,25-05-2026,2026-05-24,6.2,A TIEMPO
A00643,Guadalupe Sosa,19,F,guadalupe.sosa643@alumnos.tup.edu.ar,B1,Tarde,2026-02-28,TP_02,TP,2026-04-13,2026-04-12,6.3,a tiempo
A00372,Santino Acosta,27,F,santino.acosta372@alumnos.tup.edu.ar,C2,Noche,01/03/2026,TP_03,TP,11-05-2026,2026-05-10,"7,4",a tiempo
A00489,Lucia Fernandez,18,Femenino,lucia.fernandez489@alumnos.tup.edu.ar,A1,Mañana,2026-02-26,Parcial_01,Parcial,22/06/2026,2026-06-21,7.4,A TIEMPO
A00612,Mia Rojas,28,M,mia.rojas612@alumnos.tup.edu.ar,B1,Tarde,2026-02-21,TP_04,TP,2026-06-08,,,
A00073,Diego Alvarez,19,F,diego.alvarez73@alumnos.tup.edu.ar,B1,Tarde,2026-03-10,TP_02,TP,2026-04-13,,,No entrego
A00534,Federico Sanchez,29,Masculino,federico.sanchez534@alumnos.tup.edu.ar,A1,Mañana,2026-02-21,TP_03,TP,2026-05-11,,,No entrego
A00162,Mateo Benitez,17,F,mateo.benitez162@alumnos.tup.edu.ar,C2,Noche,2026-02-17,TP_01,TP,16/03/2026,2026-03-12,7.1,A TIEMPO
A00548,Mateo Herrera,21,M,mateo.herrera548@alumnos.tup.edu.ar,C4,Noche,2026-02-17,TP_03,TP,11/05/2026,2026-05-06,6.4,A TIEMPO
A00501,Bruno Sanchez,24,Masculino,bruno.sanchez501@alumnos.tup.edu.ar,C3,NOCHE,2026-03-05,Parcial_01,Parcial,22-06-2026,,,
A00163,Isabella Nuñez,22,M,isabella.nuñez163@alumnos.tup.edu.ar,C4,Noche,2026-02-24,Quiz_01,Quiz,2026-03-30,2026-04-05,2.9,Tarde
A00110,Diego Sosa,23,M,diego.sosa110@alumnos.tup.edu.ar,B2,Tarde,2026-02-16,Quiz_03,Quiz,2026-05-25,23-05-2026,"6,1",A TIEMPO
A00688,Benjamin Herrera,18,M,benjamin.herrera688@alumnos.tup.edu.ar,C3,Noche,21-02-2026,TP_01,TP,2026-03-16,2026-03-11,10.0,a tiempo
A00241,Nicolas Ruiz,17,Masculino,nicolas.ruiz241@alumnos.tup.edu.ar, c1 ,Noche,2026-03-06,TP_03,TP,2026-05-11,09/05/2026,7.3,A TIEMPO
A00166,Camila Vega,18,M,camila.vega166@alumnos.tup.edu.ar,C1,Noche,2026-02-20,TP_03,TP,2026-05-11,,,no entregó
A00406,Diego Fernandez,17,M,diego.fernandez406@alumnos.tup.edu.ar,C3,Noche,2026-03-01,TP_04,TP,2026-06-08,15/06/2026,"5,8",tarde
A00023,Thiago Garcia,17,F,thiago.garcia23@alumnos.tup.edu.ar,A2,Mañana,2026-03-04,TP_03,TP,11/05/2026,,,
A00414,BENJAMIN PEREZ,22,X,benjamin.perez414@alumnos.tup.edu.ar,C4,Noche,22-02-2026,Quiz_01,Quiz,2026-03-30,2026-03-28,8.7,A tiempo
A00440,Victoria Herrera,25,M,victoria.herrera440@alumnos.tup.edu.ar,A2,Mañana,2026-02-28,Parcial_01,Parcial,2026-06-22,,,
A00574,Isabella Benitez,23,Femenino,isabella.benitez574@alumnos.tup.edu.ar,B2,Tarde,24-02-2026,Quiz_03,Quiz,25/05/2026,,,
A00418,FLORENCIA FERNANDEZ,18,Masculino,florencia.fernandez418@alumnos.tup.edu.ar,B2,Tarde,14/02/2026,TP_01,TP,16/03/2026,,,No entrego
A00529,Bautista Rodriguez,17,F,bautista.rodriguez529@alumnos.tup.edu.ar,A1,Mañana,05-03-2026,TP_02,TP,2026-04-13,2026-04-09,9.2,A tiempo
A00079,Paula Luna,30,F,paula.luna79@alumnos.tup.edu.ar,A1,Mañana,2026-03-06,TP_04,TP,08-06-2026,06/06/2026,8.4,a tiempo
A00580,Martina Fernandez,23,M,martina.fernandez580@alumnos.tup.edu.ar, b1 ,Tarde,2026-03-07,Quiz_02,Quiz,2026-04-27,2026-04-23,4.3,A tiempo
A00529,Bautista Rodriguez,17,F,bautista.rodriguez529@alumnos.tup.edu.ar,A1,Mañana,2026-03-05,Quiz_03,Quiz,25/05/2026,27/05/2026,6.5,tarde
A00219,Joaquin Nuñez,20,M,,C4,Noche,2026-02-24,TP_02,TP,2026-04-13,2026-04-12,"5,6",A tiempo
A00271,  Paula Molina ,30,M,paula.molina271@alumnos.tup.edu.ar, a3 ,Mañana,2026-03-09,TP_01,TP,2026-03-16,2026-03-15,5.9,A TIEMPO
A00131,Felipe Luna,28,F,felipe.luna131@alumnos.tup.edu.ar,C3,Noche,2026-03-09,TP_02,TP,2026-04-13,,,no entregó
A00435,Bruno Flores,19,Masculino,bruno.flores435@alumnos.tup.edu.ar,A1,Mañana,2026-02-20,Quiz_03,Quiz,2026-05-25,,,NO ENTREGO
A00084,Felipe Ruiz,20,F,felipe.ruiz84@alumnos.tup.edu.ar,C3,Noche,2026-03-05,Quiz_03,Quiz,25/05/2026,,,no entregó
A00040,Martina Sosa,25,Femenino,martina.sosa40@alumnos.tup.edu.ar,C3,Noche,2026-02-22,TP_02,TP,2026-04-13,2026-04-12,7.0,a tiempo
A00358,Lucia Romero,20,F,lucia.romero358@alumnos.tup.edu.ar,B1,Tarde,2026-03-03,TP_03,TP,11/05/2026,2026-05-10,9.5,a tiempo
A00663,Camila Perez,22,F,camila.perez663@alumnos.tup.edu.ar, a3 ,Mañana,2026-02-21,Quiz_03,Quiz,25/05/2026,,,
A00587,Pilar Rodriguez,23,Femenino,pilar.rodriguez587@alumnos.tup.edu.ar, c2 ,Noche,2026-03-09,Quiz_02,Quiz,2026-04-27,24/04/2026,8.1,A tiempo
A00382,Olivia Diaz,18,M,olivia.diaz382@alumnos.tup.edu.ar,B1,Tarde,2026-03-07,Quiz_01,Quiz,30-03-2026,,,
A00301,Sofia Benitez,23,Masculino,sofia.benitez301@alumnos.tup.edu.ar,C1,Noche,09/03/2026,Parcial_01,Parcial,2026-06-22,2026-06-17,8.5,A tiempo
A00038,Federico Ramirez,17,M,federico.ramirez38@alumnos.tup.edu.ar,A1,Mañana,2026-03-01,TP_01,TP,2026-03-16,16/03/2026,4.5,A TIEMPO
A00551,gabriel diaz,26,M,gabriel.diaz551@alumnos.tup.edu.ar,C2,Noche,2026-02-22,Parcial_01,Parcial,2026-06-22,2026-06-20,9.5,A tiempo
A00097,Maximo Diaz,27,M,maximo.diaz97@alumnos.tup.edu.ar,C3,Noche,07/03/2026,Parcial_01,Parcial,22/06/2026,2026-06-17,7.2,A TIEMPO
A00653,Agustin Vega,22,M,agustin.vega653@alumnos.tup.edu.ar, a1 ,Mañana,2026-03-10,Quiz_01,Quiz,2026-03-30,,,NO ENTREGO
A00020,Ignacio Ortiz,21,F,ignacio.ortiz20@alumnos.tup.edu.ar,A1,Mañana,27/02/2026,TP_04,TP,2026-06-08,2026-06-06,7.5,a tiempo
A00310,Guadalupe Ortiz,21,M,guadalupe.ortiz310@alumnos.tup.edu.ar,B2,Tarde,25/02/2026,TP_03,TP,2026-05-11,,,no entregó
A00365,Felipe Martinez,20,Femenino,felipe.martinez365@alumnos.tup.edu.ar,B2,Tarde,2026-03-09,Parcial_01,Parcial,22/06/2026,,,No entrego
A00058,DELFINA RAMIREZ,19,F,delfina.ramirez58@alumnos.tup.edu.ar,B2,Tarde,2026-02-27,Quiz_01,Quiz,2026-03-30,06/04/2026,4.8,tarde
A00047,Maximo Ramirez,28,F,maximo.ramirez47@alumnos.tup.edu.ar,C4,Noche,2026-03-04,Parcial_01,Parcial,2026-06-22,2026-06-20,4.1,a tiempo
A00408,Benjamin Silva,25,M,,B2,Tarde,2026-03-10,Quiz_01,Quiz,2026-03-30,,,no entregó
A00304,Agustin Sanchez,25,F,agustin.sanchez304@alumnos.tup.edu.ar,C3,Noche,2026-02-14,TP_04,TP,2026-06-08,,,No entrego
A00376,Joaquin Sanchez,21,M,joaquin.sanchez376@alumnos.tup.edu.ar,C2,Noche,20/02/2026,TP_02,TP,2026-04-13,,,No entrego
